MOTIVO_CURADORIA;NU_ANO_CENSO;CO_IES;NO_IES;CO_CURSO;NO_CURSO;DS_TP_MODALIDADE_ENSINO;DS_TP_GRAU_ACADEMICO;CO_ROTULO_AREA;NO_ROTULO_AREA;DS_CLASSIFICACAO_AREA;DS_CRITERIO_ESCOPO;QT_VG_TOTAL;QT_INSCRITO_TOTAL;QT_ING;QT_MAT;ING_POSITIVO;DECISAO_CURADORIA;STATUS_VERIFICACAO_FONTE
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;1818;FACULDADE ANHANGUERA DE BELO HORIZONTE;86792;Análise E Desenvolvimento De Sistemas;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;20.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;1834;FACULDADE DE AGUDOS;1395734;Análise E Desenvolvimento De Sistemas;EaD;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;2.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;1836;CENTRO UNIVERSITÁRIO FUNDAÇÃO DE ENSINO OCTÁVIO BASTOS - FEOB;1487407;Big Data E Inteligência Analítica;EaD;Tecnológico;0617C01;Ciência de dados;CINE;CINE área geral 6 Computação/TIC;120.0;0.0;0.0;0.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;1842;FACULDADES INTEGRADAS MACHADO DE ASSIS;1101105;Gestão Da Tecnologia Da Informação;Presencial;Tecnológico;0612G01;Gestão da tecnologia da informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;3.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;1846;CENTRO UNIVERSITÁRIO DE LINS;1533355;Ciência Da Computação;EaD;Bacharelado;0614C01;Ciência da computação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;19.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;1846;CENTRO UNIVERSITÁRIO DE LINS;19849;Análise E Desenvolvimento De Sistemas;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;40.0;0.0;0.0;4.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;1847;FACULDADE ANHANGUERA DE IMPERATRIZ;1300214;Redes De Computadores;Presencial;Tecnológico;0612R01;Redes de computadores;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;3.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;1847;FACULDADE ANHANGUERA DE IMPERATRIZ;1404716;Engenharia De Computação;Presencial;Bacharelado;0616E01;Engenharia de computação (DCN Computação);CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;0.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;1872;CENTRO UNIVERSITÁRIO SANTA CRUZ DE CURITIBA;68845;Redes De Computadores;Presencial;Tecnológico;0612R01;Redes de computadores;CINE;CINE área geral 6 Computação/TIC;150.0;0.0;0.0;7.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;1895;CENTRO UNIVERSITÁRIO CHRISTUS;1550696;Análise E Desenvolvimento De Sistemas;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;0.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;19219;FACULDADE FASIPE DF;1285974;Análise E Desenvolvimento De Sistemas;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;50.0;0.0;0.0;8.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;19219;FACULDADE FASIPE DF;1285976;Gestão Da Tecnologia Da Informação;Presencial;Tecnológico;0612G01;Gestão da tecnologia da informação;CINE;CINE área geral 6 Computação/TIC;50.0;0.0;0.0;4.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;1927;Ugv Centro Universitário;48169;Sistemas De Informação;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;8.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;1945;FACULDADE ANHANGUERA DE SORRISO;122860;Análise E Desenvolvimento De Sistemas;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;0.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;19512;Centro Universitário Imepac - Araguari;1370858;Análise E Desenvolvimento De Sistemas;EaD;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;1.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;1957;FACULDADE DE TECNOLOGIA SENAI JOINVILLE;5001436;Segurança Da Informação;Presencial;Tecnológico;0615S01;Segurança da informação;CINE;CINE área geral 6 Computação/TIC;35.0;0.0;0.0;9.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;197;FACULDADE DE EDUCAÇÃO SUPERIOR DO PARANÁ;20469;Sistema De Informação;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;80.0;0.0;0.0;49.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;203;UNIVERSIDADE SÃO JUDAS TADEU;1420214;Análise E Desenvolvimento De Sistemas;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;11.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;203;UNIVERSIDADE SÃO JUDAS TADEU;1474136;Engenharia De Computação;Presencial;Bacharelado;0714E04;Engenharia de computação (DCN Engenharia);CINE;CINE rótulo 0714E04 Engenharia de Computação;0.0;0.0;0.0;36.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;2037;FACULDADE UNIME DE CIÊNCIAS EXATAS E TECNOLÓGICAS;119970;Redes De Computadores;Presencial;Tecnológico;0612R01;Redes de computadores;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;1.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;2037;FACULDADE UNIME DE CIÊNCIAS EXATAS E TECNOLÓGICAS;1330698;Jogos Digitais;Presencial;Tecnológico;0613J01;Jogos digitais;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;0.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;2043;CENTRO UNIVERSITÁRIO VALE DO SALGADO;1076195;Análise E Desenvolvimento De Sistemas;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;250.0;0.0;0.0;30.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;20666;Faculdade ELO;1331580;Análise E Desenvolvimento De Sistemas;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;15.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;2111;CENTRO UNIVERSITÁRIO INTA;1404221;Jogos Digitais;EaD;Tecnológico;0613J01;Jogos digitais;CINE;CINE área geral 6 Computação/TIC;1000.0;0.0;0.0;0.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;21268;FACULDADE ESTÁCIO DE ANANINDEUA;1337696;Sistemas De Informação;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;600.0;0.0;0.0;0.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;2135;CENTRO UNIVERSITÁRIO CATÓLICA DE QUIXADÁ;1257522;Sistemas Para Internet;Presencial;Tecnológico;0615S03;Sistemas para internet;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;1.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;216;CENTRO UNIVERSITÁRIO METODISTA IZABELA HENDRIX;1446761;Ciências De Dados;Presencial;Tecnológico;0617C01;Ciência de dados;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;1.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;216;CENTRO UNIVERSITÁRIO METODISTA IZABELA HENDRIX;1446763;Bioinformática;Presencial;Tecnológico;0617C02;Computação e Tecnologias da Informação e Comunicação (TIC) em biociências e saúde;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;0.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;217;CENTRO UNIVERSITÁRIO DAS FACULDADES ASSOCIADAS DE ENSINO - FAE;107988;Engenharia De Computação;Presencial;Bacharelado;0714E04;Engenharia de computação (DCN Engenharia);CINE;CINE rótulo 0714E04 Engenharia de Computação;0.0;0.0;0.0;0.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;2184;FACULDADE CNEC GRAVATAÍ;56121;Sistemas De Informação;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;160.0;0.0;0.0;0.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;22;UNIVERSIDADE PRESBITERIANA MACKENZIE;1191569;Análise E Desenvolvimento De Sistemas;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;9.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;22;UNIVERSIDADE PRESBITERIANA MACKENZIE;1430023;Jogos Digitais;Presencial;Tecnológico;0613J01;Jogos digitais;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;0.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;221;UNIVERSIDADE CRUZEIRO DO SUL;1497557;Gestão Da Tecnologia Da Informação;Presencial;Tecnológico;0612G01;Gestão da tecnologia da informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;0.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;222;CENTRO UNIVERSITÁRIO DE VOTUPORANGA;54890;Sistema De Informação;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;0.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;2266;FACULDADE UNIÃO DE GOYAZES FORMOSA;101428;Gestão Da Tecnologia Da Informação;Presencial;Tecnológico;0612G01;Gestão da tecnologia da informação;CINE;CINE área geral 6 Computação/TIC;346.0;0.0;0.0;6.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;2336;CENTRO UNIVERSITÁRIO BRASÍLIA DO ESTADO DE GOIÁS;96249;Análise E Desenvolvimento De Sistemas;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;320.0;0.0;0.0;16.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;23438;Faculdade de Tecnologia de Araras;5001424;Sistemas Para Internet;Presencial;Tecnológico;0615S03;Sistemas para internet;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;39.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;2365;CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;81210;Sistema De Informação;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;3.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;2383;FACULDADE MERIDIONAL;96855;Sistema De Informação;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;1.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;242;CENTRO UNIVERSITÁRIO ANHANGUERA PITÁGORAS AMPLI;1296032;Gestão Da Tecnologia Da Informação;Presencial;Tecnológico;0612G01;Gestão da tecnologia da informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;1.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;2437;FACULDADE ANHANGUERA DE TEIXEIRA DE FREITAS;73519;Ciência Da Computação;Presencial;Bacharelado;0614C01;Ciência da computação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;11.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;2459;FACULDADE DE ESTUDOS AVANÇADOS DO PARÁ;73898;Sistemas De Informação;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;3.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;2460;FACULDADE ESTÁCIO DE NATAL;105762;Redes De Computadores;Presencial;Tecnológico;0612R01;Redes de computadores;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;0.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;2460;FACULDADE ESTÁCIO DE NATAL;108232;Análise E Desenvolvimento De Sistemas;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;300.0;0.0;0.0;1.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;2513;Faculdade Positivo Londrina;1261671;Análise E Desenvolvimento De Sistemas;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;16.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;2566;INSTITUTO DE ENSINO SUPERIOR DE OLINDA;47798;Análise E Desenvolvimento De Sistemas;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;150.0;0.0;0.0;5.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;2571;CENTRO UNIVERSITÁRIO REDENTOR;90428;Sistema De Informação;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;100.0;0.0;0.0;40.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;267;CENTRO UNIVERSITÁRIO ESPÍRITO-SANTENSE/FAESA;83223;Redes De Computadores;Presencial;Tecnológico;0612R01;Redes de computadores;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;0.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;269;FACULDADE FACCAT;94861;Sistemas De Informação;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;100.0;0.0;0.0;32.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;271;UNIVERSIDADE DO OESTE PAULISTA;119870;Sistemas Para Internet;Presencial;Tecnológico;0615S03;Sistemas para internet;CINE;CINE área geral 6 Computação/TIC;160.0;0.0;0.0;4.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;271;UNIVERSIDADE DO OESTE PAULISTA;120807;Redes De Computadores;Presencial;Tecnológico;0612R01;Redes de computadores;CINE;CINE área geral 6 Computação/TIC;100.0;0.0;0.0;0.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;271;UNIVERSIDADE DO OESTE PAULISTA;120818;Gestão Da Tecnologia Da Informação;Presencial;Tecnológico;0612G01;Gestão da tecnologia da informação;CINE;CINE área geral 6 Computação/TIC;50.0;0.0;0.0;0.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;277;CENTRO UNIVERSITÁRIO AUGUSTO MOTTA;1404126;Ciência Da Computação;Presencial;Bacharelado;0614C01;Ciência da computação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;73.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;277;CENTRO UNIVERSITÁRIO AUGUSTO MOTTA;1551114;Internet Das Coisas;EaD;Tecnológico;0616I01;Internet das coisas;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;0.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;2935;Centro Universitário de Talentos Humanos;1322828;Redes De Computadores;Presencial;Tecnológico;0612R01;Redes de computadores;CINE;CINE área geral 6 Computação/TIC;90.0;0.0;0.0;2.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;294;FACULDADE TRÊS DE MAIO;20130;Sistemas De Informação;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;12.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;2944;FACULDADE ANHANGUERA DE ITABUNA;1284470;Redes De Computadores;Presencial;Tecnológico;0612R01;Redes de computadores;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;0.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;2950;Centro Universitário FADERGS;1205312;Sistemas Para Internet;Presencial;Tecnológico;0615S03;Sistemas para internet;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;0.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;2950;Centro Universitário FADERGS;1321756;Jogos Digitais;Presencial;Tecnológico;0613J01;Jogos digitais;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;35.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;2950;Centro Universitário FADERGS;1457872;Engenharia Da Computação;EaD;Bacharelado;0714E04;Engenharia de computação (DCN Engenharia);CINE;CINE rótulo 0714E04 Engenharia de Computação;0.0;0.0;0.0;0.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;3034;Faculdade Anhanguera de Salvador;1322118;Sistemas De Informação;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;29.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;3155;FACULDADE DE TECNOLOGIA SENAI JARAGUÁ DO SUL;5001339;Sistemas Para Internet;Presencial;Tecnológico;0615S03;Sistemas para internet;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;4.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;3172;UNIVERSIDADE DO ESTADO DO AMAZONAS;1517414;Ciência Da Computação;Presencial;Bacharelado;0614C01;Ciência da computação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;18.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;3172;UNIVERSIDADE DO ESTADO DO AMAZONAS;2429;Processamento De Dados;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;1.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2022;3172;UNIVERSIDADE DO ESTADO DO AMAZONAS;69318;Análise E Desenvolvimento De Sistemas;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;3.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
