MOTIVO_CURADORIA;NU_ANO_CENSO;CO_IES;NO_IES;CO_CURSO;NO_CURSO;DS_TP_MODALIDADE_ENSINO;DS_TP_GRAU_ACADEMICO;CO_ROTULO_AREA;NO_ROTULO_AREA;DS_CLASSIFICACAO_AREA;DS_CRITERIO_ESCOPO;TIPO_INFERIDO_PELO_NOME;DECISAO_CURADORIA;STATUS_VERIFICACAO_FONTE
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;4925;FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC;1102546;ENGENHARIA DE INFORMAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;OUTRO CURSO RELACIONADO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;496;UNIVERSIDADE DE FRANCA;1350245;ENGENHARIA DE COMPUTAÇÃO;EaD;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;5036;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA CATARINENSE;1377586;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;519;UNIVERSIDADE CATÓLICA DO SALVADOR;1322567;ENGENHARIA DE SOFTWARE;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE SOFTWARE;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;5216;FACULDADE ANHANGUERA DE EDUCAÇÃO, CIÊNCIAS E TECNOLOGIA DE SOROCABA;1118154;ENGENHARIA DA COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;527;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS;20598;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;528;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO;24260;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;5288;FACULDADE ANHANGÜERA DE RIBEIRÃO PRETO;1280475;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;5322;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA;104270;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;5322;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA;1103689;ENGENHARIA DE SOFTWARE;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE SOFTWARE;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;54;UNIVERSIDADE ESTADUAL DE CAMPINAS;2712;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;547;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;115994;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;548;UNIVERSIDADE FEDERAL DO MARANHÃO;1365040;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;55;UNIVERSIDADE DE SÃO PAULO;1327394;ENGENHARIA DE COMPUTAÇÃO - ÊNFASE SISTEMAS CORPORATIVOS;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;55;UNIVERSIDADE DE SÃO PAULO;5000846;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;55;UNIVERSIDADE DE SÃO PAULO;69731;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;555;UNIVERSIDADE DE FORTALEZA;107689;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;5550;FACULDADE ANHANGUERA DE ANÁPOLIS;1280248;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;5555;FACULDADE ANHANGUERA DE JACAREÍ;1321971;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;5669;FACULDADE DE TECNOLOGIA DE SÃO JOSÉ DOS CAMPOS;79702;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;568;UNIVERSIDADE ESTADUAL DO MARANHÃO;105074;ENGENHARIA DA COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;569;UNIVERSIDADE FEDERAL DO PARÁ;1189138;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;569;UNIVERSIDADE FEDERAL DO PARÁ;1191240;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;569;UNIVERSIDADE FEDERAL DO PARÁ;53193;ENGENHARIA DA COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;570;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;1113231;ENGENHARIA DE SOFTWARE;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE SOFTWARE;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;570;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;18392;ENGENHARIA DA COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;573;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;12836;ENGENHARIA DA COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;573;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;99090;ENGENHARIA DA COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;575;UNIVERSIDADE FEDERAL DE MINAS GERAIS;5000059;ENGENHARIA DE SISTEMAS;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;OUTRO CURSO RELACIONADO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;576;UNIVERSIDADE FEDERAL DE JUIZ DE FORA;1120244;ENGENHARIA COMPUTACIONAL;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;OUTRO CURSO RELACIONADO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;577;UNIVERSIDADE FEDERAL DE ALAGOAS;1139973;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;578;UNIVERSIDADE FEDERAL DA BAHIA;117082;ENGENHARIA DA COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;579;UNIVERSIDADE FEDERAL DA PARAÍBA;1127164;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;580;UNIVERSIDADE FEDERAL DE PERNAMBUCO;58854;ENGENHARIA DA COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;581;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;20979;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;582;UNIVERSIDADE FEDERAL DE SANTA MARIA;121624;ENGENHARIA DA COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;583;UNIVERSIDADE FEDERAL DO CEARÁ;1272130;ENGENHARIA DE SOFTWARE;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE SOFTWARE;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;583;UNIVERSIDADE FEDERAL DO CEARÁ;1299933;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;583;UNIVERSIDADE FEDERAL DO CEARÁ;1313213;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;583;UNIVERSIDADE FEDERAL DO CEARÁ;150117;ENGENHARIA DE SOFTWARE;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE SOFTWARE;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;583;UNIVERSIDADE FEDERAL DO CEARÁ;99300;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;584;UNIVERSIDADE FEDERAL DE GOIÁS;121570;ENGENHARIA DE SOFTWARE;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE SOFTWARE;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;584;UNIVERSIDADE FEDERAL DE GOIÁS;18952;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;585;UNIVERSIDADE FEDERAL DE SANTA CATARINA;1133610;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;586;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;83904;ENGENHARIA DE COMPUTAÇÃO E INFORMAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;588;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;102663;ENGENHARIA DA COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;588;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;1102764;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;588;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;115616;ENGENHARIA DA COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;588;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;1279331;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;588;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;1284707;ENGENHARIA DE SOFTWARE;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE SOFTWARE;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;588;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;1284709;ENGENHARIA DE SOFTWARE;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE SOFTWARE;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;589;UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO;1282843;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;591;UNIVERSIDADE FEDERAL DE SÃO PAULO;1285338;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;593;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA;1272009;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;594;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS;101316;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;594;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS;116968;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;598;UNIVERSIDADE FEDERAL DE ITAJUBÁ - UNIFEI;121099;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
"cursos incluidos pelo codigo OCDE 523E04; nomes divergentes permanecem como declarados na fonte";2017;598;UNIVERSIDADE FEDERAL DE ITAJUBÁ - UNIFEI;18249;ENGENHARIA DE COMPUTAÇÃO;Presencial;Bacharelado;523E04;Engenharia de computação;OCDE;OCDE proxy 5.23E+06 Engenharia/Computação;ENGENHARIA DE COMPUTACAO;manter: 523E04 e o rotulo OCDE oficial de Engenharia de Computacao;"pendente; triagem automatica nao confirma preenchimento da IES"
